relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0068724.pdf_371_371_26_26_4_5_UNSUP	LI/HP:0006725|Pancreatic adenocarcinoma	{26}	{4,5}	{In,fact,",",in,pancreatic,adenocarcinoma,",",blocking,HMGA,protein,synthesis,reduced,tumor,cell,proliferation,and,metastatic,potential,",",brought,about,a,reduction,in,the,Ki67,LI,and,caused,an,increase,in,the,level,of,apoptosis,[,49,],.}	{"In our study , as in previous ones [ 78 ] , the average life expectancy from diagnosis of metastasis to death was 5 months .","Because HMGA1 may not only serve as a prognostic marker but may also be causally involved in metastatic progression , and because HMGA1 is not present in most adult normal tissues [ 20,21 ] , it may become an attractive target for cancer therapy [ 25,48 ] ."}	{"Recently , Palmieri et al [ 50 ] reported that downregulation of HMGA-targeting miRNAs could contribute to increase HMGA protein levels in human pituitary adenomas and lead to pituitary tumorigenesis .","In our previous study [ 28 ] , we identiﬁed miRNAs that were dysregulated by HMGA1 in retinoblastoma , further supporting the notion that HMGA1 is not only a marker for aggressive UM but also actively involved in gene regulation in this tumor ."}	0.106
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0034082.pdf_563_563_1_1_27_28_UNSUP	HY/HP:0002202|Pleural effusion	{1}	{27,28}	{Jin,HY,",",Lee,KS,",",Jin,S1,"\\\\",’,I,",",Lee,YC,(,2004,),Vascular,endothelial,growth,factor,correlates,with,matrix,metalloproteinase-9,in,the,pleural,effusion,.}	{"Cancer Res 65 : 10324 — 10329 .",.}	{"Respir 1\\\\/Ied 98 : 115 — 122 .","Tong RT , Boucher Y , Kozin SV , VVinkler F , Hicklin D ] , et al. ( 2004 ) Vascular normalization by vascular endothelial growth factor receptor 2 blockade induces"}	0.026
RELATION_GENEHPOTERM_journal.pone.0036384.pdf_358_358_26_26_29_33	insulin/HP:0000855|Insulin resistance	{26}	{29,33}	{Acute,(,15,minute,),insulin,treatment,of,AH-G6PC,cells,cultured,in,basal,medium,dose-dependently,increased,Akt-p,%,",",while,cells,cultured,overnight,with,100,nM,insulin,(,chronic,insulin,),became,insulin,resistant,",",displaying,signiﬁcantly,reduced,Akt-p,%,in,response,to,increasing,concentrations,of,acute,insulin,(,Fig,.}	{"Chronic hyperinsulinemia has been shown to reduce acute insulin induced Akt-p in hepatocytes [ 33 ] .","The multiplex electrochemiluminescent ELISA assay described in the “ Experimental Procedures ” section was used to quantify the percentage of Akt-p vs total Akt ( Akt-p % ) that served as our readout of insulin signaling ."}	{"6A ) .","Cells pre-incubated in basal media responded to acute 10 nM insulin with a 35 % greater increase in Akt-p % than those that had undergone chronic insulin pretreatment ."}	0.42
RELATION_GENEHPOTERM_journal.pone.0068201.pdf_330_330_1_1_40_40	SA/HP:0001909|Leukemia	{1}	{40}	{Xue,SA,",",Gao,L,",",Thomas,S,",",Hart,DP,",",Xue,JZ,",",et,al.,(,2010,),Development,ofa,VVi1ms,’,tumor,antigen-speciﬁc,T-cell,receptor,for,clinical,trials,:,engineered,patient,’s,T,cells,can,eliminate,autologous,leukemia,blasts,in,NOD/SCID,mice,.}	{"10.1056 / NE , ] 1\\\\/I0a1103849 [ doi ] .","7 ."}	{"Haematologica 95 : 126 ~ 134 .","haematol .2009.006486 [ pii ] ; 10.3324 / haematol .2009.006486 [ doi ] ."}	0.056
RELATION_GENEHPOTERM_journal.pone.0032441.pdf_671_671_10_10_25_26	NIF/HP:0100543|Cognitive impairment	{10}	{25,26}	{Cui,Y,",",Wlen,VV,",",Lipnicki,DIVI,",",Beg,NIF,",",JinJS,",",et,al.,(,201,1,),Automated,detection,of,amnestic,mild,cognitive,impairment,in,community-dwelling,elderly,adults,:,A,combined,spatial,atrophy,and,white,matter,alteration,approach,.}	{"Neurosci Lett 502 : 225 — 229 .","doi :10.1016 / j. neu1et .2011.07.049 ."}	{"NeuroImage ; Availab1e : http://w\\\\Wv.ncbi.nlm.nih.gov/pubmed/21864688 .","Accessed 21 Nov 2011 ."}	0.338
RELATION_GENEHPOTERM_journal.pone.0030996.pdf_667_667_20_20_34_35	NOEY2/HP:0003002|Breast carcinoma	{20}	{34,35}	{Yu,Y,",",Xu,F,",",Peng,H,",",Fang,X,",",Zhao,S,",",et,al.,(,1999,),NOEY2,(,ARHI,),",",an,imprinted,putative,tumor,suppressor,gene,in,ovarian,and,breast,carcinomas,.}	{"Santin AD , Zhan F , Bellone S , Palmieri 1 \\\\ ’ I , Cane S , et al. ( 2004 ) Gene expression proﬁles in primary ovarian serous papillary tumors and normal ovarian epithelium : identiﬁcation of candidate molecular markers for ovarian cancer diagnosis and therapy .","IntJ Cancer 112 : 14 — 25 ."}	{"Proc Natl Acad Sci U S A 96 : 214 ~ 219 .","Bruening VV , Prowse AH , Schultz DC , Holgado ~ NIadruga 1 \\\\ ’ I , VVong A , et al. ( 1999 ) Expression of OVCAI , a candidate tumor suppressor , is reduced in tumors and inhibits growth of ovarian cancer cells ."}	0.54
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0095768.pdf_237_237_2_2_14_15_UNSUP	RHO/HP:0000510|Retinitis pigmentosa	{2}	{14,15}	{Mutations,in,RHO,and,PDE6B,",",but,not,GJVAT1,",",are,also,described,in,retinitis,pigmentosa,(,RP,),.}	{"Thus , GtocGly38Asp may cause adCSNB due to its defective GTPase activity and inactivation [ 33 ] .","A third mutation in GNATI ( p. Aspl29Gly ) was recently described in arCSNB patients [ 34 ] ."}	{"However , one RHO missense mutation ( p. Gly90Asp ) was observed in patients with either adRP or adCSNB [ 35 ] .","Therefore , in most if not all cases , the constitutive activation of the phototransduction cascade is a prerequisite to cause adCSNB ."}	0.896
RELATION_GENEHPOTERM_gb-2012-13-7-247.pdf_688_688_6_6_38_38	NB/HP:0000717|Autism	{6}	{38}	{Moy,SS,",",NadlerJJ,",",Young,NB,",",Nonneman,RJ,",",Grossman,AW,",",Murphy,DL,",",D’Ercole,AJ,",",Crawley,JN,",",Magnuson,TR,",",Lauder,JM,:,Social,approach,in,genetically,engineered,mouse,lines,relevant,to,autism,.}	{"Cheh MA , Millonig JH , Roselli LM , Ming X , Jacobsen E , Kamdar S , Wagner GC : En2 knockout mice display neurobehavioral and neurochemical alterations relevant to autism spectrum disorder .","Brain Res 2006 , 1116:166 — 176 ."}	{"Genes Brain Behav 2009 , 8:129 — 142 .","Nakatani J , Tamada K , Hatanaka E , Ise S , Ohta H , Inoue K , Tomonaga S , Watanabe Y , Chung YJ , Banerjee R , Iwamoto K , KatoT , Okazawa M , Yamauchi K , Tanda K , Takao K , Miyakawa T , Bradley A , Takumi T : Abnormal behavior in a chromosome — engineered mouse model for human 1Sq1 1-13 duplication seen in autism ."}	0.034
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_48955.pdf_131_131_14_14_28_29_UNSUP	PRAD1/HP:0002897|Parathyroid adenoma	{14}	{28,29}	{In,1991,",",a,presumptive,oncogene,composed,of,the,parathyroid,"\\"",hormone,gene,(,PRAD1,),fused,to,the,gene,encoding,cyclin,D1,was,identiﬁed,in,a,human,parathyroid,adenoma,”,.}	{"Only in the past few years has it been possible to link molecules involved in cancer directly to the cell cycle .","Cyclins and CDKs"}	{"This observation provided the first clue that cyclins might be directly involved in some human cancers .","Subsequently , evidence was presented for the involvement of cyclins in other human cancers including B cell lymphoma and breast , gastric and esophageal carcinomas ” ."}	0.824
RELATION_GENEHPOTERM_SUP_F_H_journal.pgen.0030229.pdf_352_352_25_25_30_30_UNSUP	ORF/)	{25}	{30}	{bTrans,|,ationa,|,start,site,selection,was,based,on,peptide,mass,fingerprinting,(,ms,),;,multiple,sequence,alignments,(,msa,),;,or,ORF,prediction,(,orf,p,),.}	{"de ) ; the identifier of genes used in previous studies is the accession number http://www.ebi.ac.uk/embl/ ) .",.}	{"doi :10.1371 / journa | .","pgen .0030229 ."}	0.076
RELATION_GENEHPOTERM_SCPDFS_50994.pdf_157_157_12_12_1_1	LOX/HP:0002097|Emphysema	{12}	{1}	{An,emphysema,—,like,phenotype,has,also,been,described,in,mice,lacking,LOX,[,40,],",",ﬁbrillin-1,[,41,],or,ﬁbulin-5,[,42,],.}	{"Elastin degradation is therefore a common feature to BPD and emphysema , and although elastin synthesis is present , elastic ﬁber assembly seems to be disrupted in both conditions .","Using genetically modiﬁed mouse strains that express elastin at different levels , it was recently shown that lung development was adversely affected in mice with the lowest levels of elastin and , further , that animals with intermediate levels , although initially developing normal alveoli , developed worse emphysema than mice with normal levels when exposed to cigarette smoke [ 39 ] ."}	{"Deﬁcient elastogenesis therefore seems to predispose to emphysema and to increase susceptibility to smoke injury .","In addition to elastic ﬁber destruction , collagen degradation products , especially proline — glycine — proline peptide , have important roles in COPD pathogenesis and might represent a new target for prevention of emphysema [ 43 ] ."}	0.464
RELATION_GENEHPOTERM_journal.pone.0097728.pdf_245_245_34_34_39_39	HRH3/HP:0100753|Schizophrenia	{34}	{39}	{VVei,Z,",",I/Vang,L,",",Zhang,l,"\\\\",’,I,",",Xuan,J,",",VVang,Y,",",et,al.,(,2012,),A,pharmacogenetic,study,of,risperidone,on,histamine,H3,receptor,gene,(,HRH3,),in,Chinese,Han,schizophrenia,patients,.}	{"Pharmacogenomics 10 : 8674883 .","8 ."}	{"J Psychopharmacol 26 : 8134818 .","9 ."}	0.232
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_46641.pdf_21_21_32_32_51_51_UNSUP	SCA10/HP:0001251|Ataxia	{32}	{51}	{Although,most,clearly,elucidated,in,DM1,and,DM2,[,4,],",",the,growing,list,of,diseases,that,might,involve,pathogenic,RNA,mechanisms,include,spinocerebellar,ataxia,type,8,(,SCA8,),",",SCA10,",",SCA12,",",Huntington,’s,disease,like,2,(,HDL2,),[,5,],and,fragile,X,tremor,ataxia,syndrome,(,FXTAS,),[,6,],.}	{"Available online 13 August 2004","level ."}	{"The growing body of evidence that microsatellite repeat expansions expressed at the RNA level have an important role in disease pathogenesis will be discussed here .","Gene identification DM1 : the first piece of the noncoding puzzle From 1992 to 1999 , DM1 was the only reported example of a dominantly inherited noncoding repeat expansion disorder ."}	0.762
RELATION_GENEHPOTERM_journal.pone.0065643.pdf_212_212_1_1_23_24	HF/HP:0002092|Pulmonary hypertension	{1}	{23,24}	{Nadrous,HF,",",Pellikka,PA,",",Krowka,l,"\\\\",’,IJ,",",Swanson,KL,",",Chaowa_lit,N,",",et,al.,(,2005,),Pulmonary,hypertension,in,patients,with,idiopathic,pulmonary,ﬁbrosis,.}	{"Am ] Respir Crit Care lVIed 183 : 431 — 440 .","3 ."}	{"Chest 128 : 2393 — 2399 .","4 ."}	0.012
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0097720.pdf_38_38_39_39_31_31_UNSUP	LQT2/HP:0011675|Arrhythmia	{39}	{31}	{Each,of,these,Congenital,long,QT,syndrome,(,LQTS,),is,a,heritable,family,of,arrhythmias,caused,by,mutations,in,13,genes,encoding,ion,features,may,uniquely,predispose,these,cells,to,arrhythmia,Results,I,"\\"",ormation,-,LQT1,and,LQT2,mutations,have,a,mild,phenotype,in,PFC,Mathematical,modeling,has,been,CmP10YCd,to,Simulate,genetic,As,LQT1,and,LQT2,mutations,often,result,in,complete,lossofand,acquired,channelopathies,and,assay,their,effects,on,cardiac,function,of,the,affected,KCNQ1,er,HERG,allele,",",respeetively,nS5uel8,>,9,],-,We,haVe,r,‘,3Cent1Yd,‘,3VC10l3ed,C0mPreh,‘,3n5iV,‘,3,imegratwe,(,through,defective,trafficking,or,biophysical,changes,in,channel}	{"While the majority of the characteriza - manifest their phenotype in a tiSSue_Speeiﬁe manner ’ Several non of arrhythmias in this disorder to date has inwnved the disease-causing mutations are simulated in each cardiac tissue Ventrieular myocyte WM ) = mounting evidenee nnpneates the type \\\\ / Ve demonstrate that arrhythmia formation in LQTS may cardiac specialized conduction system , comprised of the Pl11 ‘ l < 1I1 _ ] 6 depend not only upon the Speeiﬁe mutation and biophysical nher ( PF ) netWOrk = as a parnenlany important trigger of alteration but also upon the tissue of expression , supporting an arrhythmias [ 2 — 6 ] .","PF cells ( PFC ) have distinctive action potential important role for the PFC ( AP ) characteristics , including the property of automaticity , longer APD , and lower plateau membrane potential [ 7 ] ."}	{"PLOS ONE | www .","p | osone.org 1 June 2014 | Volume 9 | Issue 6 | e97720"}	0.53
RELATION_GENEHPOTERM_SUP_F_H_SCPDFS_22441.pdf_25_25_18_18_19_19_UNSUP	5-HT7/receptor	{18}	{19}	{Both,in,vitro,as,well,as,in,vivo,experiments,",",using,a,cell,line,which,endogenously,expresses,the,5-HT7,receptor,",",indicated,that,mithramycin,A,",",an,inhibitor,of,Spl/3,transcription,factor,binding,",",was,able,to,inhibit,5-HT7,promoter,activity,.}	{"The role of Spl in this was conﬁrmed by transient overexpression of both wild type Spl or dominant-negative forms .","By gel shift and supershift analyses , targeting the Spl consensus sequence and the GC-rich region just upstream of the transcription initiation sites , binding of Spl and Sp3 was demonstrated ."}	{"Taken together these results support the essential role of Sp factors in regulating 5-HT7 promoter activity .","© 2007 Elsevier B.V. All rights reserved ."}	0.022
RELATION_GENEHPOTERM_journal.pone.0020785.pdf_117_117_6_6_19_21	ARO/HP:0006731|Follicular thyroid carcinoma	{6}	{19,20,21}	{For,this,purpose,",",we,treated,ARO,(,colon,cancer,),",",NPA,(,melanoma,),and,WRO,(,follicular,thyroid,carcinoma,),cells,with,different,concentrations,of,8-Cl-cAMP,or,the,PKA,I-selective,cAMP,analogs,for,various,periods,of,time,(,2,<,F96,h,),and,evaluated,cell,viability,utilizing,the,MTT,assay,.}	{"— .","cAMP or the PKA I-selective cAMP analogs on cell proliferation First , we compared the antiproliferative effect of 8-Cl-cAMP and the PKA I-selective cAMP analogs ."}	{"The results indicated that both treatments were similarly potent in inhibiting the growth of ARO and NPA cells , whereas only 8-Cl-cAMP had a consistent antiproliferative effect on WRO cells ( Figure l ) .","The effect of both treatments reached a maximum after 72 — 96 h of incubation ( data not shown ) and was dose-dependent , with IC50 values of 55.3 ) , Ll\\\\/I in ARO and 84.8 ) ."}	0.488
RELATION_GENEHPOTERM_SCPDFS_25214.pdf_310_310_25_25_37_37	RD/HP:0002859|Rhabdomyosarcoma	{25}	{37}	{EDN-3,As,to,what,concerns,endothelins,we,ﬁrst,examined,the,expression,of,the,speciﬁc,receptor,of,EDN-3,(,EDNRB,),in,RD,/,18,and,RD,/,12,to,explore,the,possibility,of,an,autocrine,loop,in,rhabdomyosarcoma,cells,.}	{"This distribution is statistically signiﬁcant ( P < 0.0001 , Fisher ’s exact test ) and shows that a high component of the differentiation block of rhabdomyosarcoma can be overridden by the forced expression of this myogenic factor .","3.3.4 ."}	{"Both clones do not express the receptor and consequently can not respond to the growth factor ( data not shown ) .","4 ."}	0.526
RELATION_GENEHPOTERM_journal.pone.0065556.pdf_772_772_24_24_29_31	TSP50/HP:0005584|Renal cell carcinoma	{24}	{29,30,31}	{Zhou,L,",",Bao,YL,",",Zhang,Y,",","\\\\",/,Vu,Y,",",Yu,CL,",",et,al.,(,2010,),Knockdown,of,TSP50,Snail,and,Slug,in,renal,cell,carcinoma,:,E-cadhcrin,repressor,Snail,is,associated,inhibits,cell,proliferation,and,induces,apoptosis,in,P19,Cells,.}	{"4l .","Nlikarni S , Katsube K , Oya l \\\\ ’ I , lshida NI , Kosaka T , ct al. ( 2011 ) Expression of 43 ."}	{"IUBl \\\\ ’ IB Life 62 : with cancer invasion and prognosis .","Lab Invest 91 : l443 — l458 ."}	0.518
RELATION_GENEHPOTERM_journal.pone.0029164.pdf_224_224_20_20_1_2	leptin/HP:0000855|Insulin resistance	{20}	{1,2}	{This,insulin,resistance,is,mediated,in,part,by,placental,hormones,",",including,placental,growth,hormone,",",human,placental,lactogen,",",leptin,and,resistin,[,32,],.}	{"In this study , we showed that even early HbAlc correlated with birth weight centile , as well as third trimester HbAlc .","The third trimester of pregnancy is a time of relative insulin resistance , when the carbohydrate metabolism of the mother is altered so as to defer fuels to the growing demands of the growing fetus [ 31 ] ."}	{"Therefore as well as glycaemia affecting PGH , it is reasonable to assume that PGH may have an effect on glycaemia .","We did not ﬁnd any association between PGH and maternal HbAlc or fructosamine ( results not shown ) ; had we studied maternal insulin requirements or maternal serum glucose different results may have been found but for pragmatic reasons these investigations were not done ."}	0.07
RELATION_GENEHPOTERM_SCPDFS_50985.pdf_261_261_14_14_2_3	PTEN/HP:0000546|Retinal degeneration	{14}	{2,3}	{Accordingly,",",retinal,degeneration,could,be,initiated,in,RPE,cells,when,the,balance,between,PTEN,and,PI3K,crosses,a,crucial,threshold,that,is,beyond,the,recoverable,range,",",and,ROS,—,induced,junctional,destabilization,signals,become,ampliﬁed,.}	{"Fortunately , physiological levels of ROS can be rapidly neutralized by RPE that is enriched in antioxidants so , under normal circumstances , ROS — stimulated inactivation of PTPases or PTEN might be only transient [ 5,19,57 ] .","However , in aged RPE cells , the antioxidation machinery might not be efﬁcient enough to keep pace with the continuous generation of ROS from accumulated oxidative materials and thus might fail to protect PTEN and PTPases from oxidative inactivation , eventually resulting in the disruption of junctions [ 3,35 ] ."}	{"Concluding remarks The RPE layer is an essential part of the retina because of both its functional support for photoreceptors and its structural importance for the retina .","Just as a levee prevents a river from ﬂooding the surrounding land , RPE cells protect the retina from inﬂammatory cytokines from extraocular blood cells ."}	0.494
RELATION_GENEHPOTERM_journal.pone.0087826.pdf_114_114_8_8_11_11	LPS/HP:0002014|Diarrhea	{8}	{11}	{In,addition,",",three,of,the,rats,in,LPS,group,developed,diarrhea,.}	{"General observations After 6 hours of treatment with normal saline or LPS , rats in the control group developed tachypnea that disappeared rapidly without any abnormal secretion , whereas the rats in LPS group exhibited tachypnea , cyanotic limbs and lips , mouth and nasal hemorrhage .","The rats treated with LPS also had matted hair , slow reactions , listlessness and they rejected water ."}	{"Rats in LPS+PFC group were more alert than those in LPS group , and they were able to escape capture as well as had no evidence of oral or nasal hemorrhage .","Histopathological observation of lung tissue We examined the histology of lung tissues of all the rats in this study by hematoxylin and eosin staining ( Figure 1 ) ."}	0.258
RELATION_GENEHPOTERM_SCPDFS_38596.pdf_425_425_12_12_51_51	VEGF/HP:0009733|Glioma	{12}	{51}	{Because,NRP1,has,been,shown,to,mediate,autocrine,survival,effects,displayed,by,VEGF,[,17,],",",it,is,possible,that,overexpression,of,one,of,the,three,soluble,NRP1,isoforrns,in,U87MG,gliomas,cells,disrupted,such,antiapoptotic,function,mediated,by,the,full-length,NRP1,receptor,",",thus,causing,the,death,of,U87MG,glioma,cells,that,expressed,exogenous,soluble,NRP1,isoforrn,proteins,.}	{"We separately introduced s12NRP1 , smNRP1 , and s1VNRP1 isoforrn or IgBasic-AP cDNAs into different types of mammalian expression vectors and expressed them in human U87MG glioma cells individually to determine their inhibitory functions on angiogenesis and tumor growth in our U87MG glioma xenograft models in nude mice [ l8 ,26 , 40,41 ] .","However , although strong expression of each of these soluble NRP1 proteins was detected in the transfected U87MG cells 3 days after the transfection , we failed to isolate any drug-resistant U87MG cell clones that stably expressed one of these soluble NRP1 isoforrns ."}	{"In summary , we have identiﬁed , expressed , and initially characterized two novel altematively spliced soluble human NRP1 isoforrns that we have designated smNRP1 and s1VNRP1 .","These two NRP1 spliced isoforrns were initially found in the NCBI human EST database and they are naturally occurring in normal human and cancerous tissues ."}	0.098
